"death_date","region"
"5/6/2019","Israel"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/5/2019","Gaza Strip"
"5/4/2019","Gaza Strip"
"5/4/2019","Gaza Strip"
"5/3/2019","Gaza Strip"
"5/3/2019","Gaza Strip"
"5/4/2019","Gaza Strip"
"5/3/2019","Gaza Strip"
"4/27/2019","West Bank"
"4/12/2019","Gaza Strip"
"4/14/2019","Israel"
"4/2/2019","West Bank"
"3/30/2019","Gaza Strip"
"3/30/2019","Gaza Strip"
"4/2/2019","Gaza Strip"
"3/30/2019","Gaza Strip"
"3/30/2019","Gaza Strip"
"3/27/2019","West Bank"
"3/24/2019","Gaza Strip"
"3/22/2019","Gaza Strip"
"3/22/2019","Gaza Strip"
"3/20/2019","West Bank"
"3/19/2019","West Bank"
"3/19/2019","West Bank"
"3/19/2019","West Bank"
"3/12/2019","West Bank"
"3/12/2019","West Bank"
"3/10/2019","West Bank"
"3/8/2019","Gaza Strip"
"3/6/2019","Gaza Strip"
"3/4/2019","West Bank"
"3/4/2019","West Bank"
"3/11/2019","Gaza Strip"
"2/22/2019","Gaza Strip"
"3/11/2019","Gaza Strip"
"2/12/2019","Gaza Strip"
"2/8/2019","Gaza Strip"
"2/8/2019","Gaza Strip"
"2/4/2019","West Bank"
"1/30/2019","West Bank"
"2/3/2019","Gaza Strip"
"1/25/2019","West Bank"
"1/25/2019","Gaza Strip"
"1/22/2019","Gaza Strip"
"1/21/2019","West Bank"
"1/29/2019","Gaza Strip"
"1/14/2019","Gaza Strip"
"1/11/2019","Gaza Strip"
"12/28/2018","Gaza Strip"
"12/21/2018","Gaza Strip"
"12/21/2018","Gaza Strip"
"12/22/2018","Gaza Strip"
"12/21/2018","Gaza Strip"
"12/20/2018","West Bank"
"12/14/2018","West Bank"
"12/13/2018","West Bank"
"12/13/2018","West Bank"
"12/13/2018","West Bank"
"12/12/2018","West Bank"
"12/11/2018","West Bank"
"12/11/2018","Gaza Strip"
"12/4/2018","West Bank"
"11/26/2018","West Bank"
"11/20/2018","West Bank"
"11/14/2018","Gaza Strip"
"11/13/2018","Israel"
"11/13/2018","Gaza Strip"
"11/13/2018","Gaza Strip"
"11/12/2018","Gaza Strip"
"11/13/2018","Gaza Strip"
"11/12/2018","Gaza Strip"
"11/12/2018","Gaza Strip"
"11/11/2018","Gaza Strip"
"11/11/2018","Gaza Strip"
"11/11/2018","Gaza Strip"
"11/11/2018","Gaza Strip"
"11/11/2018","Gaza Strip"
"11/11/2018","Gaza Strip"
"11/11/2018","Gaza Strip"
"11/9/2018","Gaza Strip"
"11/8/2018","Gaza Strip"
"11/4/2018","Gaza Strip"
"10/29/2018","Gaza Strip"
"10/28/2018","Gaza Strip"
"10/28/2018","Gaza Strip"
"10/28/2018","Gaza Strip"
"11/7/2018","Gaza Strip"
"10/27/2018","Gaza Strip"
"10/28/2018","Gaza Strip"
"10/26/2018","Gaza Strip"
"10/26/2018","Gaza Strip"
"10/26/2018","Gaza Strip"
"10/26/2018","Gaza Strip"
"11/10/2018","West Bank"
"10/26/2018","West Bank"
"10/24/2018","West Bank"
"10/23/2018","Gaza Strip"
"10/22/2018","West Bank"
"1/13/2019","Gaza Strip"
"10/17/2018","Gaza Strip"
"10/16/2018","Gaza Strip"
"10/15/2018","West Bank"
"10/12/2018","Gaza Strip"
"10/12/2018","Gaza Strip"
"10/12/2018","Gaza Strip"
"10/12/2018","Gaza Strip"
"10/12/2018","Gaza Strip"
"10/12/2018","Gaza Strip"
"10/12/2018","Gaza Strip"
"10/5/2018","Gaza Strip"
"10/5/2018","Gaza Strip"
"10/5/2018","Gaza Strip"
"10/3/2018","Gaza Strip"
"9/28/2018","Gaza Strip"
"9/28/2018","Gaza Strip"
"9/28/2018","Gaza Strip"
"9/28/2018","Gaza Strip"
"9/28/2018","Gaza Strip"
"9/28/2018","Gaza Strip"
"9/28/2018","Gaza Strip"
"9/24/2018","Gaza Strip"
"9/23/2018","Gaza Strip"
"9/21/2018","Gaza Strip"
"9/19/2018","Gaza Strip"
"9/18/2018","West Bank"
"9/18/2018","Gaza Strip"
"9/18/2018","Gaza Strip"
"9/17/2018","Gaza Strip"
"9/17/2018","Gaza Strip"
"9/14/2018","Gaza Strip"
"9/14/2018","Gaza Strip"
"9/9/2018","Gaza Strip"
"9/7/2018","Gaza Strip"
"9/8/2018","Gaza Strip"
"9/3/2018","West Bank"
"8/20/2018","Gaza Strip"
"8/17/2018","Gaza Strip"
"8/17/2018","Gaza Strip"
"8/11/2018","Gaza Strip"
"8/10/2018","Gaza Strip"
"8/10/2018","Gaza Strip"
"8/9/2018","Gaza Strip"
"8/9/2018","Gaza Strip"
"8/9/2018","Gaza Strip"
"8/7/2018","Gaza Strip"
"8/7/2018","Gaza Strip"
"9/15/2018","Gaza Strip"
"8/4/2018","Gaza Strip"
"8/3/2018","Gaza Strip"
"7/27/2018","Gaza Strip"
"7/28/2018","Gaza Strip"
"7/27/2018","Gaza Strip"
"7/25/2018","Gaza Strip"
"7/25/2018","Gaza Strip"
"7/25/2018","Gaza Strip"
"7/23/2018","West Bank"
"7/20/2018","Gaza Strip"
"7/20/2018","Gaza Strip"
"7/20/2018","Gaza Strip"
"7/20/2018","Gaza Strip"
"7/19/2018","Gaza Strip"
"7/14/2018","Gaza Strip"
"7/14/2018","Gaza Strip"
"7/14/2018","Gaza Strip"
"9/7/2018","Gaza Strip"
"7/13/2018","Gaza Strip"
"7/6/2018","Gaza Strip"
"7/2/2018","Israel"
"6/29/2018","Gaza Strip"
"6/29/2018","Gaza Strip"
"6/28/2018","Gaza Strip"
"6/24/2018","Gaza Strip"
"6/18/2018","Gaza Strip"
"6/8/2018","Gaza Strip"
"6/8/2018","Gaza Strip"
"6/8/2018","Gaza Strip"
"6/14/2018","Gaza Strip"
"7/23/2018","Gaza Strip"
"6/8/2018","Gaza Strip"
"6/6/2018","West Bank"
"6/4/2018","Gaza Strip"
"6/2/2018","West Bank"
"6/1/2018","Gaza Strip"
"6/18/2018","Gaza Strip"
"5/28/2018","Gaza Strip"
"5/27/2018","Gaza Strip"
"5/27/2018","Gaza Strip"
"5/27/2018","Gaza Strip"
"5/30/2018","Gaza Strip"
"5/23/2018","West Bank"
"5/15/2018","Gaza Strip"
"5/15/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/24/2018","Gaza Strip"
"5/19/2018","Gaza Strip"
"5/24/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"7/4/2018","Gaza Strip"
"5/18/2018","Gaza Strip"
"7/17/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/25/2018","Gaza Strip"
"5/26/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"8/12/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"6/20/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/15/2018","Gaza Strip"
"6/2/2018","Gaza Strip"
"7/24/2018","Gaza Strip"
"5/28/2018","Gaza Strip"
"5/19/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/14/2018","Gaza Strip"
"5/12/2018","Gaza Strip"
"5/11/2018","Gaza Strip"
"5/6/2018","Gaza Strip"
"5/6/2018","Gaza Strip"
"5/6/2018","Gaza Strip"
"4/29/2018","Gaza Strip"
"4/29/2018","Gaza Strip"
"4/29/2018","Gaza Strip"
"4/28/2018","Gaza Strip"
"4/27/2018","Gaza Strip"
"5/3/2018","Gaza Strip"
"4/27/2018","Gaza Strip"
"4/20/2018","Gaza Strip"
"4/20/2018","Gaza Strip"
"4/20/2018","Gaza Strip"
"4/20/2018","Gaza Strip"
"4/22/2018","Gaza Strip"
"4/25/2018","Gaza Strip"
"4/13/2018","Gaza Strip"
"4/12/2018","Gaza Strip"
"4/12/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"4/7/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"4/7/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"4/5/2018","Gaza Strip"
"4/3/2018","Gaza Strip"
"4/8/2018","West Bank"
"4/23/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"4/5/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"4/2/2018","Gaza Strip"
"4/9/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"4/6/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"3/30/2018","Gaza Strip"
"8/5/2018","Gaza Strip"
"3/18/2018","West Bank"
"3/10/2018","West Bank"
"3/9/2018","West Bank"
"3/3/2018","Gaza Strip"
"2/25/2018","Gaza Strip"
"2/22/2018","West Bank"
"2/17/2018","Gaza Strip"
"2/17/2018","Gaza Strip"
"2/21/2018","Gaza Strip"
"2/6/2018","West Bank"
"2/6/2018","West Bank"
"2/3/2018","West Bank"
"1/30/2018","West Bank"
"1/17/2018","West Bank"
"1/15/2018","West Bank"
"1/11/2018","West Bank"
"1/11/2018","Gaza Strip"
"1/3/2018","West Bank"
"12/30/2017","Gaza Strip"
"12/22/2017","Gaza Strip"
"12/22/2017","Gaza Strip"
"12/23/2017","Gaza Strip"
"12/15/2017","Gaza Strip"
"12/15/2017","West Bank"
"12/15/2017","Gaza Strip"
"12/15/2017","West Bank"
"12/24/2017","Gaza Strip"
"12/8/2017","Gaza Strip"
"12/8/2017","Gaza Strip"
"12/8/2017","Gaza Strip"
"10/31/2017","West Bank"
"10/30/2017","Israel"
"10/30/2017","Israel"
"10/30/2017","Israel"
"10/30/2017","Israel"
"10/30/2017","Israel"
"10/30/2017","Gaza Strip"
"10/30/2017","Gaza Strip"
"10/30/2017","Gaza Strip"
"10/30/2017","Gaza Strip"
"10/30/2017","Gaza Strip"
"10/30/2017","Gaza Strip"
"10/30/2017","Gaza Strip"
"8/19/2017","West Bank"
"9/3/2017","West Bank"
"7/28/2017","West Bank"
"7/28/2017","Gaza Strip"
"7/27/2017","West Bank"
"7/21/2017","West Bank"
"7/21/2017","West Bank"
"7/20/2017","West Bank"
"7/18/2017","West Bank"
"7/16/2017","West Bank"
"7/14/2017","West Bank"
"7/12/2017","West Bank"
"7/12/2017","West Bank"
"7/10/2017","West Bank"
"6/28/2017","West Bank"
"6/20/2017","West Bank"
"6/16/2017","West Bank"
"6/16/2017","West Bank"
"6/16/2017","West Bank"
"6/9/2017","Gaza Strip"
"6/6/2017","Gaza Strip"
"6/2/2017","West Bank"
"5/25/2017","Israel"
"5/22/2017","West Bank"
"5/15/2017","Gaza Strip"
"5/12/2017","West Bank"
"5/7/2017","West Bank"
"4/19/2017","West Bank"
"4/1/2017","West Bank"
"3/29/2017","West Bank"
"3/23/2017","West Bank"
"4/10/2017","West Bank"
"3/22/2017","Gaza Strip"
"3/17/2017","West Bank"
"3/13/2017","West Bank"
"3/6/2017","West Bank"
"1/29/2017","West Bank"
"1/25/2017","West Bank"
"1/17/2017","West Bank"
"1/16/2017","West Bank"
"1/10/2017","West Bank"
"12/22/2016","West Bank"
"12/18/2016","West Bank"
"12/14/2016","West Bank"
"12/8/2016","West Bank"
"11/25/2016","West Bank"
"11/22/2016","West Bank"
"11/18/2016","Gaza Strip"
"2/10/2017","West Bank"
"11/3/2016","West Bank"
"10/31/2016","West Bank"
"10/30/2016","West Bank"
"10/20/2016","West Bank"
"10/19/2016","West Bank"
"12/23/2016","West Bank"
"10/11/2016","West Bank"
"10/9/2016","West Bank"
"9/30/2016","West Bank"
"9/20/2016","West Bank"
"9/19/2016","West Bank"
"9/19/2016","West Bank"
"9/17/2016","West Bank"
"9/16/2016","West Bank"
"9/16/2016","West Bank"
"9/15/2016","West Bank"
"9/9/2016","Gaza Strip"
"9/5/2016","West Bank"
"8/26/2016","West Bank"
"8/24/2016","West Bank"
"8/16/2016","West Bank"
"7/31/2016","West Bank"
"7/27/2016","West Bank"
"7/19/2016","West Bank"
"7/19/2016","West Bank"
"7/13/2016","West Bank"
"7/1/2016","West Bank"
"6/24/2016","West Bank"
"6/21/2016","West Bank"
"6/6/2016","West Bank"
"6/2/2016","West Bank"
"5/23/2016","West Bank"
"5/5/2016","Gaza Strip"
"6/19/2016","West Bank"
"5/3/2016","West Bank"
"4/27/2016","West Bank"
"4/27/2016","West Bank"
"4/14/2016","West Bank"
"3/24/2016","West Bank"
"3/24/2016","West Bank"
"3/19/2016","West Bank"
"3/18/2016","West Bank"
"3/17/2016","West Bank"
"3/17/2016","West Bank"
"3/14/2016","West Bank"
"3/14/2016","West Bank"
"3/14/2016","West Bank"
"3/12/2016","Gaza Strip"
"3/12/2016","Gaza Strip"
"3/9/2016","Israel"
"3/9/2016","Israel"
"3/9/2016","West Bank"
"3/8/2016","West Bank"
"3/8/2016","West Bank"
"3/8/2016","Israel"
"3/4/2016","West Bank"
"3/2/2016","West Bank"
"3/2/2016","West Bank"
"3/1/2016","West Bank"
"3/15/2016","West Bank"
"2/26/2016","West Bank"
"2/21/2016","West Bank"
"2/19/2016","West Bank"
"2/19/2016","West Bank"
"2/19/2016","West Bank"
"2/14/2016","West Bank"
"2/14/2016","West Bank"
"2/14/2016","West Bank"
"2/14/2016","West Bank"
"2/14/2016","West Bank"
"2/13/2016","West Bank"
"2/10/2016","West Bank"
"2/5/2016","West Bank"
"2/3/2016","West Bank"
"2/3/2016","West Bank"
"2/3/2016","West Bank"
"2/1/2016","West Bank"
"1/31/2016","West Bank"
"1/17/2016","West Bank"
"1/15/2016","Gaza Strip"
"1/15/2016","Gaza Strip"
"1/14/2016","West Bank"
"1/14/2016","West Bank"
"1/13/2016","Gaza Strip"
"1/12/2016","West Bank"
"1/12/2016","West Bank"
"1/12/2016","West Bank"
"1/9/2016","West Bank"
"1/9/2016","West Bank"
"1/7/2016","West Bank"
"1/7/2016","West Bank"
"1/7/2016","West Bank"
"1/7/2016","West Bank"
"1/5/2016","West Bank"
"12/31/2015","West Bank"
"12/27/2015","West Bank"
"12/27/2015","West Bank"
"12/26/2015","West Bank"
"12/26/2015","West Bank"
"12/28/2015","Gaza Strip"
"12/25/2015","Gaza Strip"
"12/25/2015","West Bank"
"12/24/2015","West Bank"
"12/24/2015","West Bank"
"12/24/2015","West Bank"
"12/23/2015","West Bank"
"12/23/2015","West Bank"
"12/18/2015","West Bank"
"12/18/2015","Gaza Strip"
"12/18/2015","West Bank"
"12/17/2015","West Bank"
"12/16/2015","West Bank"
"12/16/2015","West Bank"
"12/11/2015","West Bank"
"12/11/2015","West Bank"
"12/11/2015","Gaza Strip"
"12/8/2015","West Bank"
"12/7/2015","West Bank"
"12/6/2015","Israel"
"12/4/2015","West Bank"
"12/4/2015","West Bank"
"12/4/2015","West Bank"
"12/4/2015","West Bank"
"12/3/2015","West Bank"
"12/3/2015","West Bank"
"12/1/2015","West Bank"
"12/1/2015","West Bank"
"11/29/2015","West Bank"
"11/29/2015","West Bank"
"11/27/2015","West Bank"
"11/26/2015","West Bank"
"11/26/2015","West Bank"
"11/26/2015","West Bank"
"11/25/2015","West Bank"
"11/23/2015","West Bank"
"12/16/2015","West Bank"
"11/23/2015","Israel"
"11/23/2015","West Bank"
"11/22/2015","West Bank"
"11/22/2015","West Bank"
"11/17/2015","West Bank"
"11/16/2015","West Bank"
"11/16/2015","West Bank"
"11/13/2015","West Bank"
"11/13/2015","West Bank"
"11/12/2015","West Bank"
"11/13/2015","West Bank"
"11/25/2015","West Bank"
"11/10/2015","West Bank"
"11/9/2015","West Bank"
"11/8/2015","West Bank"
"11/6/2015","Gaza Strip"
"11/6/2015","West Bank"
"11/5/2015","West Bank"
"11/4/2015","West Bank"
"11/2/2015","West Bank"
"11/1/2015","West Bank"
"10/31/2015","West Bank"
"10/30/2015","West Bank"
"10/29/2015","West Bank"
"10/29/2015","West Bank"
"10/28/2015","West Bank"
"10/27/2015","West Bank"
"10/27/2015","West Bank"
"10/27/2015","West Bank"
"10/26/2015","West Bank"
"10/26/2015","West Bank"
"10/26/2015","West Bank"
"10/25/2015","West Bank"
"10/24/2015","West Bank"
"10/22/2015","Israel"
"10/21/2015","West Bank"
"10/20/2015","West Bank"
"10/20/2015","West Bank"
"10/20/2015","West Bank"
"10/20/2015","West Bank"
"10/20/2015","Gaza Strip"
"10/17/2015","West Bank"
"10/17/2015","West Bank"
"10/17/2015","West Bank"
"10/17/2015","West Bank"
"10/23/2015","Gaza Strip"
"10/16/2015","Gaza Strip"
"10/16/2015","Gaza Strip"
"10/16/2015","West Bank"
"10/16/2015","West Bank"
"10/14/2015","West Bank"
"10/14/2015","Israel"
"10/13/2015","West Bank"
"10/13/2015","West Bank"
"10/12/2015","Israel"
"10/12/2015","West Bank"
"10/12/2015","West Bank"
"10/24/2015","Gaza Strip"
"10/11/2015","Gaza Strip"
"10/11/2015","Gaza Strip"
"10/10/2015","West Bank"
"10/10/2015","Gaza Strip"
"10/10/2015","Gaza Strip"
"10/10/2015","West Bank"
"10/10/2015","West Bank"
"10/9/2015","West Bank"
"10/9/2015","Gaza Strip"
"10/9/2015","Gaza Strip"
"10/9/2015","Gaza Strip"
"10/9/2015","Gaza Strip"
"10/10/2015","Gaza Strip"
"10/9/2015","Gaza Strip"
"10/9/2015","Gaza Strip"
"10/8/2015","Israel"
"10/8/2015","West Bank"
"10/10/2015","West Bank"
"10/7/2015","Israel"
"10/5/2015","West Bank"
"10/4/2015","Israel"
"10/5/2015","West Bank"
"10/3/2015","West Bank"
"9/22/2015","West Bank"
"9/24/2015","West Bank"
"8/17/2015","West Bank"
"8/15/2015","West Bank"
"8/9/2015","West Bank"
"7/31/2015","Gaza Strip"
"8/1/2015","West Bank"
"7/27/2015","West Bank"
"7/23/2015","West Bank"
"7/22/2015","West Bank"
"7/3/2015","West Bank"
"6/26/2015","West Bank"
"6/10/2015","West Bank"
"5/20/2014","West Bank"
"4/28/2015","West Bank"
"4/25/2015","West Bank"
"4/25/2015","West Bank"
"4/10/2015","West Bank"
"4/8/2015","West Bank"
"3/25/2015","West Bank"
"3/7/2015","Gaza Strip"
"2/24/2015","West Bank"
"1/31/2015","West Bank"
"1/14/2015","West Bank"
"12/29/2014","West Bank"
"12/24/2014","Gaza Strip"
"12/16/2014","West Bank"
"11/23/2014","Gaza Strip"
"11/18/2014","Israel"
"11/18/2014","Israel"
"11/11/2014","West Bank"
"11/5/2014","Israel"
"10/30/2014","West Bank"
"10/24/2014","West Bank"
"10/22/2014","West Bank"
"10/16/2014","West Bank"
"9/23/2014","West Bank"
"9/23/2014","West Bank"
"9/10/2014","West Bank"
"9/4/2014","West Bank"
"8/27/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/26/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"9/1/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"9/28/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/24/2014","Gaza Strip"
"8/25/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/22/2014","Gaza Strip"
"8/22/2014","Gaza Strip"
"8/25/2014","West Bank"
"8/22/2014","Gaza Strip"
"8/22/2014","Gaza Strip"
"8/22/2014","Gaza Strip"
"8/22/2014","Gaza Strip"
"8/22/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/23/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"11/3/2018","Gaza Strip"
"8/21/2014","Gaza Strip"
"9/1/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/27/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"9/10/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/21/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/19/2014","Gaza Strip"
"8/19/2014","Gaza Strip"
"8/19/2014","Gaza Strip"
"8/19/2014","Gaza Strip"
"8/19/2014","Gaza Strip"
"8/19/2014","Gaza Strip"
"8/14/2014","Gaza Strip"
"8/13/2014","Gaza Strip"
"8/11/2014","West Bank"
"9/14/2014","Gaza Strip"
"8/19/2014","Gaza Strip"
"8/10/2014","Gaza Strip"
"8/10/2014","Gaza Strip"
"8/10/2014","West Bank"
"8/10/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/20/2014","Gaza Strip"
"8/10/2014","Gaza Strip"
"8/10/2014","Gaza Strip"
"8/10/2014","Gaza Strip"
"8/10/2014","Gaza Strip"
"8/10/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"8/9/2014","Gaza Strip"
"9/11/2014","Gaza Strip"
"12/6/2017","Gaza Strip"
"8/8/2014","Gaza Strip"
"8/8/2014","Gaza Strip"
"8/8/2014","Gaza Strip"
"8/9/2014","West Bank"
"8/8/2014","West Bank"
"8/8/2014","Gaza Strip"
"8/8/2014","Gaza Strip"
"8/7/2014","Gaza Strip"
"8/6/2014","Gaza Strip"
"8/6/2015","Gaza Strip"
"8/6/2014","Gaza Strip"
"8/5/2014","Gaza Strip"
"8/5/2014","Gaza Strip"
"8/5/2014","Gaza Strip"
"8/5/2014","Gaza Strip"
"8/5/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Israel"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
"8/4/2014","Gaza Strip"
