death_date;region;Age;Gender
13.11.19;Gaza Strip;27;M
13.11.19;Gaza Strip;23;M
13.11.19;Gaza Strip;23;M
13.11.19;Gaza Strip;54;M
13.11.19;Gaza Strip;7;M
13.11.19;Gaza Strip;28;M
13.11.19;Gaza Strip;22;M
13.11.19;Gaza Strip;19;M
13.11.19;Gaza Strip;17;M
13.11.19;Gaza Strip;16;M
13.11.19;Gaza Strip;23;M
13.11.19;Gaza Strip;23;M
13.11.19;Gaza Strip;30;M
29.11.19;Gaza Strip;29;M
13.11.19;Gaza Strip;26;M
13.11.19;Gaza Strip;35;M
13.11.19;Gaza Strip;38;M
12.11.19;Gaza Strip;28;M
12.11.19;Gaza Strip;26;M
12.11.19;Gaza Strip;43;M
12.11.19;Gaza Strip;23;M
12.11.19;Gaza Strip;35;M
12.11.19;Gaza Strip;25;M
12.11.19;Gaza Strip;41;M
12.11.19;Gaza Strip;38;F
12.11.19;Gaza Strip;25;M
11.11.19;West Bank;22;M
02.11.19;Gaza Strip;27;M
18.10.19;West Bank;25;M
31.01.20;Gaza Strip;14;M
04.10.19;Gaza Strip;28;M
27.09.19;Gaza Strip;20;M
18.09.19;West Bank;50;F
06.09.19;Gaza Strip;17;M
06.09.19;Gaza Strip;14;M
31.08.19;Gaza Strip;22;M
17.08.19;Gaza Strip;24;M
17.08.19;Gaza Strip;21;M
17.08.19;Gaza Strip;26;M
16.08.19;West Bank;26;M
15.08.19;West Bank;14;M
18.08.19;Gaza Strip;26;M
10.08.19;Gaza Strip;21;M
10.08.19;Gaza Strip;19;M
10.08.19;Gaza Strip;29;M
10.08.19;Gaza Strip;20;M
01.08.19;Israel;24;M
27.07.19;Gaza Strip;22;M
11.07.19;Gaza Strip;27;M
27.06.19;West Bank;21;M
31.05.19;West Bank;19;M
31.05.19;West Bank;15;M
10.05.19;Gaza Strip;24;M
06.05.19;Israel;30;M
05.05.19;Gaza Strip;33;M
05.05.19;Gaza Strip;25;M
05.05.19;Gaza Strip;24;M
05.05.19;Gaza Strip;21;M
05.05.19;Gaza Strip;36;F
05.05.19;Gaza Strip;60;M
05.05.19;Gaza Strip;33;M
05.05.19;Gaza Strip;50;M
05.05.19;Gaza Strip;35;M
05.05.19;Gaza Strip;37;M
05.05.19;Gaza Strip;26;M
05.05.19;Gaza Strip;30;M
05.05.19;Gaza Strip;20;M
05.05.19;Gaza Strip;28;M
05.05.19;Gaza Strip;0;F
05.05.19;Gaza Strip;30;M
05.05.19;Gaza Strip;29;F
05.05.19;Gaza Strip;48;M
05.05.19;Gaza Strip;11;M
05.05.19;Gaza Strip;46;F
05.05.19;Gaza Strip;33;M
04.05.19;Gaza Strip;22;M
04.05.19;Gaza Strip;24;M
03.05.19;Gaza Strip;33;M
03.05.19;Gaza Strip;34;M
04.05.19;Gaza Strip;30;M
03.05.19;Gaza Strip;18;M
27.04.19;West Bank;19;M
12.04.19;Gaza Strip;15;M
14.04.19;Israel;15;M
02.04.19;West Bank;24;M
30.03.19;Gaza Strip;20;M
30.03.19;Gaza Strip;19;M
02.04.19;Gaza Strip;25;M
30.03.19;Gaza Strip;16;M
30.03.19;Gaza Strip;17;M
27.03.19;West Bank;17;M
24.03.19;Gaza Strip;24;M
22.03.19;Gaza Strip;29;M
22.03.19;Gaza Strip;23;M
20.03.19;West Bank;22;M
19.03.19;West Bank;20;M
19.03.19;West Bank;20;M
19.03.19;West Bank;18;M
12.03.19;West Bank;23;M
12.03.19;West Bank;40;M
10.03.19;West Bank;22;M
08.03.19;Gaza Strip;22;M
06.03.19;Gaza Strip;14;M
04.03.19;West Bank;21;M
04.03.19;West Bank;19;M
11.03.19;Gaza Strip;23;M
22.02.19;Gaza Strip;14;M
11.03.19;Gaza Strip;22;M
12.02.19;Gaza Strip;16;M
08.02.19;Gaza Strip;13;M
08.02.19;Gaza Strip;17;M
04.02.19;West Bank;20;M
30.01.19;West Bank;16;F
03.02.19;Gaza Strip;29;M
25.01.19;West Bank;17;M
25.01.19;Gaza Strip;24;M
22.01.19;Gaza Strip;24;M
21.01.19;West Bank;36;M
29.01.19;Gaza Strip;47;M
14.01.19;Gaza Strip;13;M
11.01.19;Gaza Strip;44;F
28.12.18;Gaza Strip;26;M
21.12.18;Gaza Strip;28;M
21.12.18;Gaza Strip;16;M
22.12.18;Gaza Strip;18;M
21.12.18;Gaza Strip;40;M
20.12.18;West Bank;17;M
14.12.18;West Bank;18;M
13.12.18;West Bank;26;M
13.12.18;West Bank;58;M
13.12.18;West Bank;22;M
12.12.18;West Bank;28;M
11.12.18;West Bank;24;M
11.12.18;Gaza Strip;4;M
04.12.18;West Bank;22;M
26.11.18;West Bank;32;M
20.11.18;West Bank;17;M
14.11.18;Gaza Strip;23;M
13.11.18;Israel;21;M
13.11.18;Gaza Strip;28;M
13.11.18;Gaza Strip;26;M
12.11.18;Gaza Strip;23;M
13.11.18;Gaza Strip;22;M
12.11.18;Gaza Strip;27;M
12.11.18;Gaza Strip;22;M
11.11.18;Gaza Strip;20;M
11.11.18;Gaza Strip;37;M
11.11.18;Gaza Strip;23;M
11.11.18;Gaza Strip;29;M
11.11.18;Gaza Strip;21;M
11.11.18;Gaza Strip;24;M
11.11.18;Gaza Strip;19;M
09.11.18;Gaza Strip;28;M
08.11.18;Gaza Strip;20;M
04.11.18;Gaza Strip;17;M
29.10.18;Gaza Strip;25;M
28.10.18;Gaza Strip;13;M
28.10.18;Gaza Strip;14;M
28.10.18;Gaza Strip;15;M
07.11.18;Gaza Strip;21;M
27.10.18;Gaza Strip;24;M
28.10.18;Gaza Strip;37;M
26.10.18;Gaza Strip;21;M
26.10.18;Gaza Strip;22;M
26.10.18;Gaza Strip;19;M
26.10.18;Gaza Strip;27;M
10.11.18;West Bank;28;M
26.10.18;West Bank;33;M
24.10.18;West Bank;22;M
23.10.18;Gaza Strip;18;M
22.10.18;West Bank;42;M
13.01.19;Gaza Strip;33;M
17.10.18;Gaza Strip;25;M
16.10.18;Gaza Strip;27;M
15.10.18;West Bank;20;M
12.10.18;Gaza Strip;21;M
12.10.18;Gaza Strip;21;M
12.10.18;Gaza Strip;18;M
12.10.18;Gaza Strip;25;M
12.10.18;Gaza Strip;29;M
12.10.18;Gaza Strip;17;M
12.10.18;Gaza Strip;22;M
05.10.18;Gaza Strip;18;M
05.10.18;Gaza Strip;13;M
05.10.18;Gaza Strip;23;M
03.10.18;Gaza Strip;15;M
28.09.18;Gaza Strip;18;M
28.09.18;Gaza Strip;11;M
28.09.18;Gaza Strip;18;M
28.09.18;Gaza Strip;32;M
28.09.18;Gaza Strip;24;M
28.09.18;Gaza Strip;25;M
28.09.18;Gaza Strip;14;M
24.09.18;Gaza Strip;21;M
23.09.18;Gaza Strip;20;M
21.09.18;Gaza Strip;19;M
19.09.18;Gaza Strip;15;M
18.09.18;West Bank;26;M
18.09.18;Gaza Strip;23;M
18.09.18;Gaza Strip;33;M
17.09.18;Gaza Strip;16;M
17.09.18;Gaza Strip;19;M
14.09.18;Gaza Strip;21;M
14.09.18;Gaza Strip;20;M
09.09.18;Gaza Strip;29;M
07.09.18;Gaza Strip;16;M
08.09.18;Gaza Strip;16;M
03.09.18;West Bank;36;M
20.08.18;Gaza Strip;28;M
17.08.18;Gaza Strip;28;M
17.08.18;Gaza Strip;27;M
11.08.18;Gaza Strip;30;M
10.08.18;Gaza Strip;22;M
10.08.18;Gaza Strip;54;M
09.08.18;Gaza Strip;1;F
09.08.18;Gaza Strip;22;F
09.08.18;Gaza Strip;34;M
07.08.18;Gaza Strip;23;M
07.08.18;Gaza Strip;23;M
15.09.18;Gaza Strip;16;M
04.08.18;Gaza Strip;15;M
03.08.18;Gaza Strip;25;M
27.07.18;Gaza Strip;43;M
28.07.18;Gaza Strip;16;M
27.07.18;Gaza Strip;11;M
25.07.18;Gaza Strip;28;M
25.07.18;Gaza Strip;28;M
25.07.18;Gaza Strip;30;M
23.07.18;West Bank;14;M
20.07.18;Gaza Strip;31;M
20.07.18;Gaza Strip;26;M
20.07.18;Gaza Strip;26;M
20.07.18;Gaza Strip;24;M
19.07.18;Gaza Strip;38;M
14.07.18;Gaza Strip;14;M
14.07.18;Gaza Strip;14;M
14.07.18;Gaza Strip;18;M
07.09.18;Gaza Strip;19;M
13.07.18;Gaza Strip;14;M
06.07.18;Gaza Strip;21;M
02.07.18;Israel;17;M
29.06.18;Gaza Strip;11;M
29.06.18;Gaza Strip;24;M
28.06.18;Gaza Strip;17;M
24.06.18;Gaza Strip;27;M
18.06.18;Gaza Strip;22;M
08.06.18;Gaza Strip;14;M
08.06.18;Gaza Strip;28;M
08.06.18;Gaza Strip;27;M
14.06.18;Gaza Strip;21;M
23.07.18;Gaza Strip;26;M
08.06.18;Gaza Strip;20;M
06.06.18;West Bank;20;M
04.06.18;Gaza Strip;29;M
02.06.18;West Bank;36;M
01.06.18;Gaza Strip;20;F
18.06.18;Gaza Strip;14;M
28.05.18;Gaza Strip;30;M
27.05.18;Gaza Strip;27;M
27.05.18;Gaza Strip;22;M
27.05.18;Gaza Strip;25;M
30.05.18;Gaza Strip;22;M
23.05.18;West Bank;15;M
15.05.18;Gaza Strip;17;M
15.05.18;Gaza Strip;51;M
14.05.18;Gaza Strip;38;M
14.05.18;Gaza Strip;27;M
14.05.18;Gaza Strip;20;M
14.05.18;Gaza Strip;21;M
14.05.18;Gaza Strip;18;M
24.05.18;Gaza Strip;28;M
19.05.18;Gaza Strip;18;M
24.05.18;Gaza Strip;20;M
14.05.18;Gaza Strip;13;M
14.05.18;Gaza Strip;23;M
14.05.18;Gaza Strip;36;M
14.05.18;Gaza Strip;14;F
14.05.18;Gaza Strip;28;M
14.05.18;Gaza Strip;22;M
14.05.18;Gaza Strip;16;M
04.07.18;Gaza Strip;15;M
18.05.18;Gaza Strip;58;M
17.07.18;Gaza Strip;22;M
14.05.18;Gaza Strip;20;M
14.05.18;Gaza Strip;18;M
14.05.18;Gaza Strip;23;M
25.05.18;Gaza Strip;24;M
26.05.18;Gaza Strip;41;M
14.05.18;Gaza Strip;24;M
14.05.18;Gaza Strip;34;M
14.05.18;Gaza Strip;27;M
12.08.18;Gaza Strip;30;M
14.05.18;Gaza Strip;38;M
14.05.18;Gaza Strip;28;M
14.05.18;Gaza Strip;27;M
14.05.18;Gaza Strip;26;M
14.05.18;Gaza Strip;32;M
14.05.18;Gaza Strip;20;M
14.05.18;Gaza Strip;30;M
14.05.18;Gaza Strip;29;M
14.05.18;Gaza Strip;19;M
14.05.18;Gaza Strip;24;M
14.05.18;Gaza Strip;23;M
20.06.18;Gaza Strip;23;M
14.05.18;Gaza Strip;25;M
14.05.18;Gaza Strip;29;M
14.05.18;Gaza Strip;23;M
14.05.18;Gaza Strip;21;M
14.05.18;Gaza Strip;21;M
14.05.18;Gaza Strip;23;M
14.05.18;Gaza Strip;21;M
14.05.18;Gaza Strip;24;M
14.05.18;Gaza Strip;31;M
14.05.18;Gaza Strip;31;M
14.05.18;Gaza Strip;28;M
14.05.18;Gaza Strip;29;M
14.05.18;Gaza Strip;34;M
14.05.18;Gaza Strip;30;M
14.05.18;Gaza Strip;19;M
14.05.18;Gaza Strip;27;M
14.05.18;Gaza Strip;30;M
14.05.18;Gaza Strip;15;M
14.05.18;Gaza Strip;17;M
14.05.18;Gaza Strip;20;M
14.05.18;Gaza Strip;20;M
14.05.18;Gaza Strip;26;M
14.05.18;Gaza Strip;24;M
14.05.18;Gaza Strip;23;M
15.05.18;Gaza Strip;31;M
02.06.18;Gaza Strip;29;M
24.07.18;Gaza Strip;26;M
28.05.18;Gaza Strip;27;M
19.05.18;Gaza Strip;20;M
14.05.18;Gaza Strip;33;M
14.05.18;Gaza Strip;16;M
14.05.18;Gaza Strip;25;M
14.05.18;Gaza Strip;15;M
14.05.18;Gaza Strip;27;M
12.05.18;Gaza Strip;15;M
11.05.18;Gaza Strip;39;M
06.05.18;Gaza Strip;22;M
06.05.18;Gaza Strip;23;M
06.05.18;Gaza Strip;20;M
29.04.18;Gaza Strip;22;M
29.04.18;Gaza Strip;23;M
29.04.18;Gaza Strip;17;M
28.04.18;Gaza Strip;15;M
27.04.18;Gaza Strip;32;M
03.05.18;Gaza Strip;18;M
27.04.18;Gaza Strip;20;M
20.04.18;Gaza Strip;24;M
20.04.18;Gaza Strip;14;M
20.04.18;Gaza Strip;24;M
20.04.18;Gaza Strip;31;M
22.04.18;Gaza Strip;19;M
25.04.18;Gaza Strip;24;M
13.04.18;Gaza Strip;28;M
12.04.18;Gaza Strip;30;M
12.04.18;Gaza Strip;28;M
06.04.18;Gaza Strip;13;M
06.04.18;Gaza Strip;15;M
06.04.18;Gaza Strip;32;M
07.04.18;Gaza Strip;30;M
06.04.18;Gaza Strip;38;M
06.04.18;Gaza Strip;20;M
06.04.18;Gaza Strip;44;M
07.04.18;Gaza Strip;22;M
06.04.18;Gaza Strip;37;M
05.04.18;Gaza Strip;22;M
03.04.18;Gaza Strip;25;M
08.04.18;West Bank;45;M
23.04.18;Gaza Strip;18;M
30.03.18;Gaza Strip;27;M
30.03.18;Gaza Strip;24;M
05.04.18;Gaza Strip;33;M
30.03.18;Gaza Strip;17;M
30.03.18;Gaza Strip;25;M
02.04.18;Gaza Strip;25;M
09.04.18;Gaza Strip;44;M
30.03.18;Gaza Strip;29;M
30.03.18;Gaza Strip;21;M
30.03.18;Gaza Strip;22;M
30.03.18;Gaza Strip;26;M
30.03.18;Gaza Strip;18;M
30.03.18;Gaza Strip;34;M
30.03.18;Gaza Strip;34;M
30.03.18;Gaza Strip;26;M
30.03.18;Gaza Strip;18;M
06.04.18;Gaza Strip;30;M
30.03.18;Gaza Strip;20;M
30.03.18;Gaza Strip;25;M
30.03.18;Gaza Strip;24;M
30.03.18;Gaza Strip;41;M
05.08.18;Gaza Strip;17;M
18.03.18;West Bank;28;M
10.03.18;West Bank;19;M
09.03.18;West Bank;24;M
03.03.18;Gaza Strip;58;M
25.02.18;Gaza Strip;18;M
22.02.18;West Bank;35;M
17.02.18;Gaza Strip;16;M
17.02.18;Gaza Strip;14;M
21.02.18;Gaza Strip;18;M
06.02.18;West Bank;22;M
06.02.18;West Bank;26;M
03.02.18;West Bank;18;M
30.01.18;West Bank;16;M
17.01.18;West Bank;30;M
15.01.18;West Bank;28;M
11.01.18;West Bank;17;M
11.01.18;Gaza Strip;15;M
03.01.18;West Bank;16;M
30.12.17;Gaza Strip;20;M
22.12.17;Gaza Strip;29;M
22.12.17;Gaza Strip;20;M
23.12.17;Gaza Strip;28;M
15.12.17;Gaza Strip;29;M
15.12.17;West Bank;19;M
15.12.17;Gaza Strip;23;M
15.12.17;West Bank;29;M
24.12.17;Gaza Strip;19;M
08.12.17;Gaza Strip;26;M
08.12.17;Gaza Strip;25;M
08.12.17;Gaza Strip;29;M
31.10.17;West Bank;26;M
30.10.17;Israel;25;M
30.10.17;Israel;25;M
30.10.17;Israel;21;M
30.10.17;Israel;23;M
30.10.17;Israel;22;M
30.10.17;Gaza Strip;35;M
30.10.17;Gaza Strip;48;M
30.10.17;Gaza Strip;27;M
30.10.17;Gaza Strip;31;M
30.10.17;Gaza Strip;30;M
30.10.17;Gaza Strip;30;M
30.10.17;Gaza Strip;21;M
19.08.17;West Bank;16;M
03.09.17;West Bank;21;M
28.07.17;West Bank;24;M
28.07.17;Gaza Strip;16;M
27.07.17;West Bank;28;M
21.07.17;West Bank;17;M
21.07.17;West Bank;20;M
20.07.17;West Bank;26;M
18.07.17;West Bank;29;M
16.07.17;West Bank;33;M
14.07.17;West Bank;18;M
12.07.17;West Bank;16;M
12.07.17;West Bank;21;M
10.07.17;West Bank;23;M
28.06.17;West Bank;23;M
20.06.17;West Bank;23;M
16.06.17;West Bank;18;M
16.06.17;West Bank;18;M
16.06.17;West Bank;18;M
09.06.17;Gaza Strip;19;M
06.06.17;Gaza Strip;34;M
02.06.17;West Bank;14;F
25.05.17;Israel;44;M
22.05.17;West Bank;15;M
15.05.17;Gaza Strip;25;M
12.05.17;West Bank;22;M
07.05.17;West Bank;16;F
19.04.17;West Bank;20;M
01.04.17;West Bank;17;M
29.03.17;West Bank;49;F
23.03.17;West Bank;17;M
10.04.17;West Bank;16;M
22.03.17;Gaza Strip;15;M
17.03.17;West Bank;17;M
13.03.17;West Bank;24;M
06.03.17;West Bank;33;M
29.01.17;West Bank;19;M
25.01.17;West Bank;18;M
17.01.17;West Bank;44;M
16.01.17;West Bank;17;M
10.01.17;West Bank;33;M
22.12.16;West Bank;19;M
18.12.16;West Bank;17;M
14.12.16;West Bank;21;M
08.12.16;West Bank;18;M
25.11.16;West Bank;14;M
22.11.16;West Bank;48;M
18.11.16;Gaza Strip;25;M
10.02.17;West Bank;24;M
03.11.16;West Bank;23;M
31.10.16;West Bank;25;M
30.10.16;West Bank;25;M
20.10.16;West Bank;15;M
19.10.16;West Bank;19;F
23.12.16;West Bank;15;M
11.10.16;West Bank;19;M
09.10.16;West Bank;39;M
30.09.16;West Bank;28;M
20.09.16;West Bank;15;M
19.09.16;West Bank;20;M
19.09.16;West Bank;16;M
17.09.16;West Bank;25;M
16.09.16;West Bank;17;M
16.09.16;West Bank;15;M
15.09.16;West Bank;30;M
09.09.16;Gaza Strip;15;M
05.09.16;West Bank;26;M
26.08.16;West Bank;36;M
24.08.16;West Bank;26;M
16.08.16;West Bank;19;M
31.07.16;West Bank;31;M
27.07.16;West Bank;29;M
19.07.16;West Bank;10;M
19.07.16;West Bank;50;M
13.07.16;West Bank;22;M
01.07.16;West Bank;27;F
24.06.16;West Bank;18;F
21.06.16;West Bank;15;M
06.06.16;West Bank;19;M
02.06.16;West Bank;24;F
23.05.16;West Bank;18;F
05.05.16;Gaza Strip;59;F
19.06.16;West Bank;23;M
03.05.16;West Bank;36;M
27.04.16;West Bank;16;M
27.04.16;West Bank;23;F
14.04.16;West Bank;53;M
24.03.16;West Bank;20;M
24.03.16;West Bank;20;M
19.03.16;West Bank;16;M
18.03.16;West Bank;20;M
17.03.16;West Bank;19;M
17.03.16;West Bank;19;M
14.03.16;West Bank;31;M
14.03.16;West Bank;21;M
14.03.16;West Bank;17;M
12.03.16;Gaza Strip;9;M
12.03.16;Gaza Strip;6;F
09.03.16;Israel;19;M
09.03.16;Israel;20;M
09.03.16;West Bank;16;M
08.03.16;West Bank;21;M
08.03.16;West Bank;50;F
08.03.16;Israel;21;M
04.03.16;West Bank;33;F
02.03.16;West Bank;17;M
02.03.16;West Bank;17;M
01.03.16;West Bank;21;M
15.03.16;West Bank;21;M
26.02.16;West Bank;16;M
21.02.16;West Bank;16;M
19.02.16;West Bank;19;M
19.02.16;West Bank;20;M
19.02.16;West Bank;21;M
14.02.16;West Bank;16;M
14.02.16;West Bank;20;M
14.02.16;West Bank;19;M
14.02.16;West Bank;15;M
14.02.16;West Bank;15;M
13.02.16;West Bank;18;F
10.02.16;West Bank;15;M
05.02.16;West Bank;13;M
03.02.16;West Bank;19;M
03.02.16;West Bank;19;M
03.02.16;West Bank;20;M
01.02.16;West Bank;17;M
31.01.16;West Bank;34;M
17.01.16;West Bank;21;M
15.01.16;Gaza Strip;18;M
15.01.16;Gaza Strip;25;M
14.01.16;West Bank;19;M
14.01.16;West Bank;34;M
13.01.16;Gaza Strip;21;M
12.01.16;West Bank;17;M
12.01.16;West Bank;22;M
12.01.16;West Bank;19;M
09.01.16;West Bank;20;M
09.01.16;West Bank;34;M
07.01.16;West Bank;21;M
07.01.16;West Bank;20;M
07.01.16;West Bank;17;M
07.01.16;West Bank;15;M
05.01.16;West Bank;17;M
31.12.15;West Bank;21;M
27.12.15;West Bank;17;M
27.12.15;West Bank;23;M
26.12.15;West Bank;26;M
26.12.15;West Bank;56;M
28.12.15;Gaza Strip;49;M
25.12.15;Gaza Strip;23;M
25.12.15;West Bank;39;F
24.12.15;West Bank;20;M
24.12.15;West Bank;25;M
24.12.15;West Bank;25;M
23.12.15;West Bank;21;M
23.12.15;West Bank;20;M
18.12.15;West Bank;34;M
18.12.15;Gaza Strip;23;M
18.12.15;West Bank;21;M
17.12.15;West Bank;15;M
16.12.15;West Bank;23;M
16.12.15;West Bank;33;M
11.12.15;West Bank;56;M
11.12.15;West Bank;24;M
11.12.15;Gaza Strip;40;M
08.12.15;West Bank;19;M
07.12.15;West Bank;21;M
06.12.15;Israel;21;M
04.12.15;West Bank;19;M
04.12.15;West Bank;15;M
04.12.15;West Bank;27;M
04.12.15;West Bank;21;M
03.12.15;West Bank;21;M
03.12.15;West Bank;35;M
01.12.15;West Bank;20;F
01.12.15;West Bank;16;M
29.11.15;West Bank;38;M
29.11.15;West Bank;17;M
27.11.15;West Bank;20;M
26.11.15;West Bank;19;M
26.11.15;West Bank;18;M
26.11.15;West Bank;51;M
25.11.15;West Bank;20;M
23.11.15;West Bank;16;M
16.12.15;West Bank;18;F
23.11.15;Israel;14;F
23.11.15;West Bank;19;M
22.11.15;West Bank;34;M
22.11.15;West Bank;16;F
17.11.15;West Bank;24;M
16.11.15;West Bank;30;M
16.11.15;West Bank;20;M
13.11.15;West Bank;20;M
13.11.15;West Bank;21;M
12.11.15;West Bank;27;M
13.11.15;West Bank;17;M
25.11.15;West Bank;16;M
10.11.15;West Bank;16;M
09.11.15;West Bank;24;F
08.11.15;West Bank;22;M
06.11.15;Gaza Strip;23;M
06.11.15;West Bank;72;F
05.11.15;West Bank;25;M
04.11.15;West Bank;22;M
02.11.15;West Bank;16;M
01.11.15;West Bank;29;M
31.10.15;West Bank;17;M
30.10.15;West Bank;19;M
29.10.15;West Bank;19;M
29.10.15;West Bank;23;M
28.10.15;West Bank;22;M
27.10.15;West Bank;21;M
27.10.15;West Bank;18;M
27.10.15;West Bank;22;M
26.10.15;West Bank;22;M
26.10.15;West Bank;19;M
26.10.15;West Bank;19;M
25.10.15;West Bank;17;F
24.10.15;West Bank;17;M
22.10.15;Israel;20;M
21.10.15;West Bank;22;M
20.10.15;West Bank;18;M
20.10.15;West Bank;15;M
20.10.15;West Bank;24;M
20.10.15;West Bank;24;M
20.10.15;Gaza Strip;29;M
17.10.15;West Bank;24;M
17.10.15;West Bank;16;M
17.10.15;West Bank;16;M
17.10.15;West Bank;16;F
23.10.15;Gaza Strip;20;M
16.10.15;Gaza Strip;23;M
16.10.15;Gaza Strip;24;M
16.10.15;West Bank;19;M
16.10.15;West Bank;26;M
14.10.15;West Bank;19;M
14.10.15;Israel;23;M
13.10.15;West Bank;28;M
13.10.15;West Bank;23;M
12.10.15;Israel;22;M
12.10.15;West Bank;17;M
12.10.15;West Bank;14;M
24.10.15;Gaza Strip;25;M
11.10.15;Gaza Strip;3;F
11.10.15;Gaza Strip;25;F
10.10.15;West Bank;19;M
10.10.15;Gaza Strip;18;M
10.10.15;Gaza Strip;10;M
10.10.15;West Bank;16;M
10.10.15;West Bank;25;M
09.10.15;West Bank;18;M
09.10.15;Gaza Strip;24;M
09.10.15;Gaza Strip;20;M
09.10.15;Gaza Strip;18;M
09.10.15;Gaza Strip;18;M
10.10.15;Gaza Strip;20;M
09.10.15;Gaza Strip;23;M
09.10.15;Gaza Strip;18;M
08.10.15;Israel;19;M
08.10.15;West Bank;20;M
10.10.15;West Bank;27;M
07.10.15;Israel;19;M
05.10.15;West Bank;13;M
04.10.15;Israel;19;M
05.10.15;West Bank;18;M
03.10.15;West Bank;19;M
22.09.15;West Bank;18;F
24.09.15;West Bank;24;M
17.08.15;West Bank;25;M
15.08.15;West Bank;21;M
09.08.15;West Bank;20;M
31.07.15;Gaza Strip;16;M
01.08.15;West Bank;15;M
27.07.15;West Bank;20;M
23.07.15;West Bank;53;M
22.07.15;West Bank;19;M
03.07.15;West Bank;17;M
26.06.15;West Bank;22;M
10.06.15;West Bank;22;M
20.05.14;West Bank;41;M
28.04.15;West Bank;19;M
25.04.15;West Bank;17;M
25.04.15;West Bank;19;M
10.04.15;West Bank;28;M
08.04.15;West Bank;28;M
25.03.15;West Bank;20;M
07.03.15;Gaza Strip;31;M
24.02.15;West Bank;19;M
31.01.15;West Bank;18;M
14.01.15;West Bank;18;M
29.12.14;West Bank;16;M
24.12.14;Gaza Strip;34;M
16.12.14;West Bank;21;M
23.11.14;Gaza Strip;32;M
18.11.14;Israel;28;M
18.11.14;Israel;21;M
11.11.14;West Bank;19;M
05.11.14;Israel;38;M
30.10.14;West Bank;32;M
24.10.14;West Bank;14;M
22.10.14;West Bank;21;M
16.10.14;West Bank;12;M
23.09.14;West Bank;32;M
23.09.14;West Bank;29;M
10.09.14;West Bank;22;M
04.09.14;West Bank;15;M
27.08.14;Gaza Strip;44;M
26.08.14;Gaza Strip;24;M
26.08.14;Gaza Strip;49;M
26.08.14;Gaza Strip;13;M
26.08.14;Gaza Strip;16;M
26.08.14;Gaza Strip;25;M
26.08.14;Gaza Strip;23;M
26.08.14;Gaza Strip;26;M
26.08.14;Gaza Strip;18;M
26.08.14;Gaza Strip;21;M
26.08.14;Gaza Strip;23;M
26.08.14;Gaza Strip;28;M
26.08.14;Gaza Strip;24;M
25.08.14;Gaza Strip;22;M
25.08.14;Gaza Strip;28;M
25.08.14;Gaza Strip;35;M
25.08.14;Gaza Strip;22;M
25.08.14;Gaza Strip;25;M
25.08.14;Gaza Strip;21;M
01.09.14;Gaza Strip;59;M
25.08.14;Gaza Strip;48;F
25.08.14;Gaza Strip;36;M
25.08.14;Gaza Strip;13;F
25.08.14;Gaza Strip;15;M
28.09.14;Gaza Strip;27;M
24.08.14;Gaza Strip;16;M
24.08.14;Gaza Strip;18;M
24.08.14;Gaza Strip;16;M
24.08.14;Gaza Strip;1;F
24.08.14;Gaza Strip;30;M
24.08.14;Gaza Strip;26;M
24.08.14;Gaza Strip;25;M
24.08.14;Gaza Strip;23;M
24.08.14;Gaza Strip;30;M
24.08.14;Gaza Strip;21;M
24.08.14;Gaza Strip;14;F
24.08.14;Gaza Strip;43;F
24.08.14;Gaza Strip;6;M
24.08.14;Gaza Strip;7;M
24.08.14;Gaza Strip;12;F
25.08.14;Gaza Strip;24;M
23.08.14;Gaza Strip;28;M
23.08.14;Gaza Strip;64;M
23.08.14;Gaza Strip;38;F
23.08.14;Gaza Strip;7;M
23.08.14;Gaza Strip;43;F
22.08.14;Gaza Strip;23;M
22.08.14;Gaza Strip;58;M
25.08.14;West Bank;16;M
22.08.14;Gaza Strip;30;M
22.08.14;Gaza Strip;23;M
22.08.14;Gaza Strip;22;M
22.08.14;Gaza Strip;69;M
22.08.14;Gaza Strip;43;M
23.08.14;Gaza Strip;49;F
23.08.14;Gaza Strip;1;M
23.08.14;Gaza Strip;28;M
23.08.14;Gaza Strip;27;F
23.08.14;Gaza Strip;3;M
21.08.14;Gaza Strip;20;M
21.08.14;Gaza Strip;17;M
21.08.14;Gaza Strip;43;M
21.08.14;Gaza Strip;24;M
21.08.14;Gaza Strip;20;M
23.08.14;Gaza Strip;25;M
21.08.14;Gaza Strip;44;M
03.11.18;Gaza Strip;13;M
21.08.14;Gaza Strip;9;M
01.09.14;Gaza Strip;9;M
21.08.14;Gaza Strip;3;M
21.08.14;Gaza Strip;7;F
21.08.14;Gaza Strip;28;M
27.08.14;Gaza Strip;5;M
21.08.14;Gaza Strip;37;M
21.08.14;Gaza Strip;35;M
21.08.14;Gaza Strip;13;M
21.08.14;Gaza Strip;24;M
21.08.14;Gaza Strip;22;M
21.08.14;Gaza Strip;26;M
21.08.14;Gaza Strip;41;M
21.08.14;Gaza Strip;26;M
21.08.14;Gaza Strip;30;M
21.08.14;Gaza Strip;45;M
21.08.14;Gaza Strip;26;M
21.08.14;Gaza Strip;13;M
21.08.14;Gaza Strip;15;M
21.08.14;Gaza Strip;4;F
21.08.14;Gaza Strip;79;M
21.08.14;Gaza Strip;53;F
10.09.14;Gaza Strip;72;M
21.08.14;Gaza Strip;10;M
21.08.14;Gaza Strip;17;M
